time,id,x,y
10,1,-1.5633434057235718,-1.4552335739135742
10,2,2.5628533363342285,-0.973640501499176
20,1,-1.4514460563659668,-1.4247373342514038
20,2,2.45749568939209,-0.9866005182266235
30,1,-1.350075602531433,-1.4413294792175293
30,2,2.330605983734131,-1.0021591186523438
40,1,-1.2715991735458374,-1.4469194412231445
40,2,2.2020208835601807,-1.0148398876190186
50,1,-1.0918495655059814,-1.384453296661377
50,2,2.0447640419006348,-1.0344115495681763
60,1,-0.942797064781189,-1.3559941053390503
60,2,1.9063249826431274,-1.0602407455444336
70,1,-0.7942042350769043,-1.347944974899292
70,2,1.7674590349197388,-1.08675217628479
80,1,-0.6849380731582642,-1.313040852546692
80,2,1.631521224975586,-1.1152338981628418
90,1,-0.5596206188201904,-1.1678457260131836
90,2,1.4924818277359009,-1.1396331787109375
100,1,-0.4870111048221588,-1.0629349946975708
100,2,1.3533412218093872,-1.1665704250335693
110,1,-0.30767038464546204,-0.9080998301506042
110,2,1.2127031087875366,-1.1929389238357544
120,1,-0.12371864914894104,-0.7541291117668152
120,2,1.0729930400848389,-1.219139575958252
130,1,0.06353119015693665,-0.630996823310852
130,2,0.9411277770996094,-1.2457044124603271
140,1,0.2331313192844391,-0.5983583331108093
140,2,0.8262256383895874,-1.2660901546478271
150,1,0.42365866899490356,-0.5726968050003052
150,2,0.7041579484939575,-1.28546142578125
160,1,0.5637591481208801,-0.5552753210067749
160,2,0.5820534229278564,-1.3036586046218872
170,1,0.7282871603965759,-0.5373845100402832
170,2,0.4617486894130707,-1.3255960941314697
180,1,0.8582397699356079,-0.5491437911987305
180,2,0.3444232642650604,-1.344970703125
190,1,1.12059485912323,-0.6024178266525269
190,2,0.20151552557945251,-1.3624101877212524
200,1,1.3077672719955444,-0.6091451048851013
200,2,0.06438252329826355,-1.3846405744552612
210,1,1.5918420553207397,-0.60514235496521
210,2,-0.07002881169319153,-1.4067150354385376
220,1,1.8120336532592773,-0.618459939956665
220,2,-0.20812717080116272,-1.425583839416504
230,1,1.9768401384353638,-0.6907015442848206
230,2,-0.3472602665424347,-1.446141004562378
240,1,2.1500661373138428,-0.680818498134613
240,2,-0.4869864284992218,-1.4667997360229492
250,1,2.4175126552581787,-0.620735764503479
250,2,-0.6160603761672974,-1.4868170022964478
260,1,2.6126766204833984,-0.6455917954444885
260,2,-0.7427511215209961,-1.5012991428375244
270,1,2.8405637741088867,-0.6606574058532715
270,2,-0.8774354457855225,-1.516007661819458
280,1,3.0714633464813232,-0.6252222061157227
280,2,-0.9959954023361206,-1.528899073600769
290,1,3.2625019550323486,-0.6136035919189453
290,2,-1.1309558153152466,-1.548798680305481
300,1,3.305647373199463,-0.6172621846199036
300,2,-1.2630659341812134,-1.5694060325622559
310,1,3.305647373199463,-0.6172621846199036
310,2,-1.3859928846359253,-1.584153413772583
320,1,3.305647373199463,-0.6172621846199036
320,2,-1.5312515497207642,-1.6037566661834717
330,1,3.305647373199463,-0.6172621846199036
330,2,-1.6605584621429443,-1.6253267526626587
340,1,3.305647373199463,-0.6172621846199036
340,2,-1.7085069417953491,-1.6298599243164062
350,1,3.305647373199463,-0.6172621846199036
350,2,-1.7167617082595825,-1.6352922916412354
360,1,3.305647373199463,-0.6172621846199036
360,2,-1.703851342201233,-1.6256577968597412
370,1,3.305647373199463,-0.6172621846199036
