time,id,x,y
10,1,2.976105213165283,-5.307567596435547
10,2,-0.7182667255401611,-2.6092162132263184
20,1,2.9625720977783203,-5.319273471832275
20,2,-0.6897236108779907,-2.6207616329193115
30,1,2.89662504196167,-5.3210272789001465
30,2,-0.630828857421875,-2.674093008041382
40,1,2.774752616882324,-5.246160984039307
40,2,-0.5412693023681641,-2.7595911026000977
50,1,2.500667095184326,-5.047919750213623
50,2,-0.42702627182006836,-2.846713066101074
60,1,2.2664737701416016,-4.932722091674805
60,2,-0.31995344161987305,-2.916468620300293
70,1,2.105563163757324,-4.855766773223877
70,2,-0.24799811840057373,-2.9512672424316406
80,1,2.004199981689453,-4.798173904418945
80,2,-0.1938685178756714,-2.9758152961730957
90,1,1.8038800954818726,-4.5754547119140625
90,2,-0.13595712184906006,-3.0955703258514404
100,1,1.6543904542922974,-4.379593372344971
100,2,-0.08721649646759033,-3.205583333969116
110,1,1.476809024810791,-4.138902187347412
110,2,-0.030803680419921875,-3.324118137359619
120,1,1.3792842626571655,-3.9452762603759766
120,2,0.017425179481506348,-3.426461935043335
130,1,1.3174601793289185,-3.6827549934387207
130,2,0.07509505748748779,-3.5533299446105957
140,1,1.2642929553985596,-3.513150691986084
140,2,0.14323198795318604,-3.7106003761291504
150,1,1.0720258951187134,-3.340508460998535
150,2,0.26256585121154785,-3.9007341861724854
160,1,0.9680925607681274,-3.240701198577881
160,2,0.3800502419471741,-4.0122599601745605
170,1,0.8103903532028198,-3.0802080631256104
170,2,0.4909057021141052,-4.097437381744385
180,1,0.6946974992752075,-2.9816699028015137
180,2,0.5944425463676453,-4.174254894256592
190,1,0.5260735750198364,-2.907546043395996
190,2,0.6918179392814636,-4.245111465454102
200,1,0.3365403413772583,-2.853156566619873
200,2,0.8104087710380554,-4.3266215324401855
210,1,0.12250125408172607,-2.79486083984375
210,2,0.929002046585083,-4.407106399536133
220,1,-0.14816927909851074,-2.7521181106567383
220,2,1.047990322113037,-4.487380027770996
230,1,-0.42838239669799805,-2.8019027709960938
230,2,1.1668661832809448,-4.5654988288879395
240,1,-0.6548386812210083,-2.829336643218994
240,2,1.2816307544708252,-4.639468193054199
250,1,-0.8761714696884155,-2.8093361854553223
250,2,1.3842082023620605,-4.709064960479736
260,1,-1.0763331651687622,-2.8170104026794434
260,2,1.4845062494277954,-4.772998809814453
270,1,-1.3099398612976074,-2.910670757293701
270,2,1.5870534181594849,-4.84428071975708
280,1,-1.5174946784973145,-2.988905429840088
280,2,1.6929271221160889,-4.923484802246094
290,1,-1.7642775774002075,-3.0184617042541504
290,2,1.7931605577468872,-5.000552654266357
300,1,-2.0513925552368164,-3.063939094543457
300,2,1.8962714672088623,-5.080373287200928
310,1,-2.227339267730713,-3.1670947074890137
310,2,1.9986573457717896,-5.149621486663818
320,1,-2.26898193359375,-3.186781644821167
320,2,2.104613780975342,-5.234465599060059
330,1,-2.26898193359375,-3.186781644821167
330,2,2.2029590606689453,-5.308644771575928
340,1,-2.26898193359375,-3.186781644821167
340,2,2.3204033374786377,-5.391061305999756
350,1,-2.26898193359375,-3.186781644821167
350,2,2.4348154067993164,-5.475846290588379
