time,id,x,y
10,1,2.929710865020752,-5.352419853210449
10,2,-0.7245417833328247,-2.6093497276306152
20,1,2.9215426445007324,-5.366574287414551
20,2,-0.6734755039215088,-2.6412014961242676
30,1,2.9009838104248047,-5.381440162658691
30,2,-0.6093597412109375,-2.699965238571167
40,1,2.811321258544922,-5.3044586181640625
40,2,-0.5207183361053467,-2.777893543243408
50,1,2.6825499534606934,-5.1490278244018555
50,2,-0.409639835357666,-2.888341188430786
60,1,2.599470615386963,-5.053200721740723
60,2,-0.25172698497772217,-2.9960784912109375
70,1,2.3941314220428467,-4.95407247543335
70,2,-0.1234128475189209,-3.0324130058288574
80,1,2.186429500579834,-4.892989635467529
80,2,0.011316180229187012,-3.0871129035949707
90,1,2.0456247329711914,-4.864365577697754
90,2,0.1555694341659546,-3.13421630859375
100,1,1.7986067533493042,-4.771587371826172
100,2,0.2940645217895508,-3.166844367980957
110,1,1.5214711427688599,-4.722404479980469
110,2,0.43468594551086426,-3.202340602874756
120,1,1.2996690273284912,-4.685675621032715
120,2,0.5786056518554688,-3.2298245429992676
130,1,1.1471915245056152,-4.605908393859863
130,2,0.7133171558380127,-3.2531723976135254
140,1,0.92074054479599,-4.465329170227051
140,2,0.8101844787597656,-3.2735369205474854
150,1,0.712971568107605,-4.360515594482422
150,2,0.9111126661300659,-3.316132068634033
160,1,0.41388291120529175,-4.221558570861816
160,2,1.0173641443252563,-3.3834969997406006
170,1,0.2414226531982422,-4.111003875732422
170,2,1.1290074586868286,-3.46036696434021
180,1,0.047229111194610596,-3.926011085510254
180,2,1.2429537773132324,-3.538412094116211
190,1,-0.08124476671218872,-3.828103542327881
190,2,1.3502389192581177,-3.6176915168762207
200,1,-0.27940452098846436,-3.7100744247436523
200,2,1.4490034580230713,-3.6885509490966797
210,1,-0.5042219161987305,-3.5959935188293457
210,2,1.5595617294311523,-3.76888370513916
220,1,-0.6642106771469116,-3.4674224853515625
220,2,1.6612253189086914,-3.8403677940368652
230,1,-0.8348246812820435,-3.280571937561035
230,2,1.761989951133728,-3.911168098449707
240,1,-0.9851964712142944,-3.1790835857391357
240,2,1.856992483139038,-3.9787673950195312
250,1,-1.2457289695739746,-3.0405945777893066
250,2,1.9644581079483032,-4.054663181304932
260,1,-1.3878411054611206,-2.947543144226074
260,2,2.070737361907959,-4.128431797027588
270,1,-1.5910624265670776,-2.746384859085083
270,2,2.183021306991577,-4.205791473388672
280,1,-1.7229212522506714,-2.5970420837402344
280,2,2.275850772857666,-4.271085739135742
290,1,-1.952483057975769,-2.4497368335723877
290,2,2.382932186126709,-4.345421314239502
300,1,-2.126526355743408,-2.329239845275879
300,2,2.5008764266967773,-4.421557426452637
310,1,-2.2410945892333984,-2.1643147468566895
310,2,2.6105003356933594,-4.497236251831055
320,1,-2.267087936401367,-2.1409409046173096
320,2,2.722512722015381,-4.5737810134887695
330,1,-2.267087936401367,-2.1409409046173096
330,2,2.8324809074401855,-4.642572402954102
340,1,-2.267087936401367,-2.1409409046173096
340,2,2.9376649856567383,-4.713420867919922
350,1,-2.267087936401367,-2.1409409046173096
350,2,3.0224456787109375,-4.77210807800293
360,1,-2.267087936401367,-2.1409409046173096
360,2,3.014420986175537,-4.7644500732421875
