time,id,x,y
10,1,-1.5782485008239746,-1.4948796033859253
10,2,2.5877647399902344,-0.9674888253211975
20,1,-1.6789600849151611,-1.5448380708694458
20,2,2.536848306655884,-0.9832234978675842
30,1,-1.6081717014312744,-1.533239483833313
30,2,2.385758876800537,-0.9919881224632263
40,1,-1.484086513519287,-1.5666509866714478
40,2,2.233025074005127,-1.0120632648468018
50,1,-1.211108684539795,-1.4622095823287964
50,2,2.0409960746765137,-1.042839527130127
60,1,-1.0088356733322144,-1.3948556184768677
60,2,1.8779587745666504,-1.098816156387329
70,1,-0.8220177888870239,-1.379062294960022
70,2,1.7301548719406128,-1.1700222492218018
80,1,-0.6582275629043579,-1.3571306467056274
80,2,1.6034176349639893,-1.248092770576477
90,1,-0.5293360948562622,-1.3031004667282104
90,2,1.4832069873809814,-1.3297197818756104
100,1,-0.42579856514930725,-1.2373721599578857
100,2,1.364358901977539,-1.4109842777252197
110,1,-0.3328792154788971,-1.2050716876983643
110,2,1.2505908012390137,-1.4938809871673584
120,1,-0.2622500956058502,-1.173797369003296
120,2,1.149326205253601,-1.5691882371902466
130,1,-0.17635026574134827,-1.0790472030639648
130,2,1.0857949256896973,-1.6329267024993896
140,1,-0.07767930626869202,-0.9481745362281799
140,2,1.018691897392273,-1.6717281341552734
150,1,0.037453144788742065,-0.87027907371521
150,2,0.9223901033401489,-1.700960636138916
160,1,0.2313503921031952,-0.8248541951179504
160,2,0.8198453187942505,-1.7279274463653564
170,1,0.4514581263065338,-0.7824291586875916
170,2,0.6835888624191284,-1.750946283340454
180,1,0.6853200793266296,-0.7935073971748352
180,2,0.545851469039917,-1.776263952255249
190,1,0.8720145225524902,-0.88189697265625
190,2,0.40688976645469666,-1.8009297847747803
200,1,1.0126862525939941,-1.067699670791626
200,2,0.26861903071403503,-1.8306639194488525
210,1,1.0943565368652344,-1.2173418998718262
210,2,0.13048943877220154,-1.8476674556732178
220,1,1.2135311365127563,-1.4382095336914062
220,2,-0.00436893105506897,-1.8717734813690186
230,1,1.2796142101287842,-1.624036431312561
230,2,-0.12600329518318176,-1.8931515216827393
240,1,1.305513858795166,-1.8491711616516113
240,2,-0.2421901524066925,-1.913475751876831
250,1,1.3149081468582153,-2.0549936294555664
250,2,-0.37978866696357727,-1.940424919128418
260,1,1.3615643978118896,-2.2912237644195557
260,2,-0.5185848474502563,-1.9664803743362427
270,1,1.3377008438110352,-2.456101655960083
270,2,-0.6427005529403687,-1.9880818128585815
280,1,1.3255535364151,-2.643014669418335
280,2,-0.7654294967651367,-2.0132906436920166
290,1,1.3725849390029907,-2.7899539470672607
290,2,-0.8860224485397339,-2.0374908447265625
300,1,1.4708787202835083,-2.9772427082061768
300,2,-1.000910758972168,-2.063129425048828
310,1,1.4924228191375732,-3.11907696723938
310,2,-1.1354509592056274,-2.084160804748535
320,1,1.4615744352340698,-3.3132669925689697
320,2,-1.25916588306427,-2.110759735107422
330,1,1.4867874383926392,-3.48136830329895
330,2,-1.4036487340927124,-2.13875675201416
340,1,1.57180655002594,-3.674351453781128
340,2,-1.4908878803253174,-2.1471168994903564
350,1,1.5357893705368042,-3.7866523265838623
350,2,-1.4632588624954224,-2.1257259845733643
360,1,1.5003584623336792,-3.852557897567749
360,2,-1.4097039699554443,-2.0880563259124756
370,1,1.4515689611434937,-3.8529088497161865
370,2,-1.346396803855896,-2.045776844024658
380,1,1.465781331062317,-3.8325092792510986
380,2,-1.2171695232391357,-1.9695926904678345
390,1,1.386630654335022,-3.690048933029175
390,2,-1.0758308172225952,-1.9279621839523315
