time,id,x,y
10,1,2.8947463035583496,-5.298080921173096
10,2,-0.6826095581054688,-2.5642905235290527
20,1,2.9007582664489746,-5.305323600769043
20,2,-0.6826095581054688,-2.5642905235290527
30,1,2.9006972312927246,-5.308177947998047
30,2,-0.6826095581054688,-2.5642905235290527
40,1,2.901644706726074,-5.313570976257324
40,2,-0.6826095581054688,-2.5642905235290527
50,1,2.9108242988586426,-5.317234992980957
50,2,-0.6354933977127075,-2.6049413681030273
60,1,2.876255989074707,-5.294089317321777
60,2,-0.49352073669433594,-2.742332935333252
70,1,2.760519027709961,-5.200675010681152
70,2,-0.3895382881164551,-2.819389820098877
80,1,2.5973563194274902,-5.017350196838379
80,2,-0.2737407684326172,-2.913586378097534
90,1,2.431692600250244,-4.881243705749512
90,2,-0.15662932395935059,-2.9968128204345703
100,1,2.1472227573394775,-4.703611850738525
100,2,-0.03995847702026367,-3.082228899002075
110,1,2.002777099609375,-4.5236663818359375
110,2,0.07664966583251953,-3.1663732528686523
120,1,1.8387521505355835,-4.258364200592041
120,2,0.19380521774291992,-3.248201370239258
130,1,1.7452424764633179,-4.012468338012695
130,2,0.3097195625305176,-3.3274707794189453
140,1,1.624656081199646,-3.733553409576416
140,2,0.4273183345794678,-3.4098572731018066
150,1,1.583490014076233,-3.541095018386841
150,2,0.5447242259979248,-3.488497018814087
160,1,1.5225881338119507,-3.3042421340942383
160,2,0.6639498472213745,-3.569152355194092
170,1,1.4586840867996216,-3.047926187515259
170,2,0.7823795080184937,-3.6481170654296875
180,1,1.3623818159103394,-2.761484384536743
180,2,0.9005162715911865,-3.7268428802490234
190,1,1.347859263420105,-2.5269672870635986
190,2,1.0180256366729736,-3.8022124767303467
200,1,1.4204505681991577,-2.262514114379883
200,2,1.1358137130737305,-3.880824089050293
210,1,1.5338588953018188,-2.026775598526001
210,2,1.2425994873046875,-3.9473347663879395
220,1,1.6300081014633179,-1.8412542343139648
220,2,1.341828465461731,-4.019279479980469
230,1,1.7467550039291382,-1.61016845703125
230,2,1.4473512172698975,-4.1016669273376465
240,1,1.830332636833191,-1.4708526134490967
240,2,1.5454155206680298,-4.178283214569092
250,1,1.9978421926498413,-1.2871770858764648
250,2,1.6426829099655151,-4.254281997680664
260,1,2.0761051177978516,-1.2088823318481445
260,2,1.7398761510849,-4.329702377319336
270,1,2.1401758193969727,-1.0624022483825684
270,2,1.8361821174621582,-4.406598091125488
280,1,2.21915340423584,-0.9179649353027344
280,2,1.9336050748825073,-4.48309850692749
290,1,2.220216751098633,-0.8718833923339844
290,2,2.0281496047973633,-4.556204319000244
300,1,2.219423770904541,-0.8965277671813965
300,2,2.1171817779541016,-4.624240875244141
310,1,2.1788768768310547,-0.9733409881591797
310,2,2.238422393798828,-4.719346046447754
320,1,2.17578125,-0.993772029876709
320,2,2.3509182929992676,-4.802097320556641
330,1,2.177096366882324,-0.9646778106689453
330,2,2.4736146926879883,-4.88875675201416
340,1,2.1702442169189453,-0.9772076606750488
340,2,2.590066909790039,-4.976044654846191
350,1,2.1596546173095703,-0.977269172668457
350,2,2.6928749084472656,-5.053154945373535
