time,id,x,y
10,1,-1.9241684675216675,-1.5254114866256714
10,2,2.6961092948913574,-0.9412068724632263
20,1,-1.9241684675216675,-1.5254114866256714
20,2,2.6701478958129883,-0.9471462965011597
30,1,-1.9241684675216675,-1.5254114866256714
30,2,2.5209031105041504,-0.9619446992874146
40,1,-1.9241684675216675,-1.5254114866256714
40,2,2.384380578994751,-0.9820933938026428
50,1,-1.7743757963180542,-1.5176843404769897
50,2,2.2476606369018555,-1.0150022506713867
60,1,-1.4767160415649414,-1.4457658529281616
60,2,2.1333649158477783,-1.0356969833374023
70,1,-1.3488115072250366,-1.4244050979614258
70,2,1.9894295930862427,-1.0462472438812256
80,1,-1.1425457000732422,-1.4042513370513916
80,2,1.8874608278274536,-1.064131259918213
90,1,-0.9832520484924316,-1.4019801616668701
90,2,1.7679316997528076,-1.0789681673049927
100,1,-0.8369897603988647,-1.3397127389907837
100,2,1.6429640054702759,-1.0946096181869507
110,1,-0.7540010213851929,-1.2543429136276245
110,2,1.520124912261963,-1.107711911201477
120,1,-0.6660629510879517,-1.1660051345825195
120,2,1.378926396369934,-1.1297191381454468
130,1,-0.5340793132781982,-1.0333538055419922
130,2,1.233189344406128,-1.152083158493042
140,1,-0.3296925127506256,-0.8034670948982239
140,2,1.089769959449768,-1.1779941320419312
150,1,-0.12996163964271545,-0.6863505244255066
150,2,0.9562530517578125,-1.2032742500305176
160,1,0.1292247474193573,-0.6136685609817505
160,2,0.8272877931594849,-1.226449966430664
170,1,0.3461536169052124,-0.5502884984016418
170,2,0.6936078071594238,-1.24503493309021
180,1,0.5624582171440125,-0.5092117786407471
180,2,0.5708743333816528,-1.2605379819869995
190,1,0.7295100688934326,-0.5132597088813782
190,2,0.44792404770851135,-1.278045415878296
200,1,0.9549026489257812,-0.5448792576789856
200,2,0.3240569531917572,-1.2943741083145142
210,1,1.1859411001205444,-0.5299757719039917
210,2,0.19935867190361023,-1.3110170364379883
220,1,1.4241465330123901,-0.5114576816558838
220,2,0.08312210440635681,-1.3270419836044312
230,1,1.643500566482544,-0.5347309708595276
230,2,-0.05695787072181702,-1.3469656705856323
240,1,1.9111621379852295,-0.5839705467224121
240,2,-0.19408252835273743,-1.367783784866333
250,1,2.134699583053589,-0.5983253121376038
250,2,-0.33439019322395325,-1.3881027698516846
260,1,2.341050386428833,-0.5689104795455933
260,2,-0.47311273217201233,-1.4094387292861938
270,1,2.6085853576660156,-0.541473925113678
270,2,-0.6065394878387451,-1.4301483631134033
280,1,2.7496278285980225,-0.5055772066116333
280,2,-0.7187681198120117,-1.4457924365997314
290,1,2.9172933101654053,-0.4584519863128662
290,2,-0.8404113054275513,-1.4645549058914185
300,1,3.027297258377075,-0.4206109642982483
300,2,-0.9783493280410767,-1.48833429813385
310,1,3.0346884727478027,-0.41886401176452637
310,2,-1.128243327140808,-1.5145615339279175
320,1,3.0346884727478027,-0.41886401176452637
320,2,-1.2597051858901978,-1.5370841026306152
330,1,3.0346884727478027,-0.41886401176452637
330,2,-1.3938164710998535,-1.5598105192184448
340,1,3.0346884727478027,-0.41886401176452637
340,2,-1.4943407773971558,-1.5728330612182617
350,1,3.0346884727478027,-0.41886401176452637
350,2,-1.478641390800476,-1.5661821365356445
